claim_id,x,y,cluster_id,macro_theme,color,dataset,model,variant,seed,text,customer_id,label,distance
claim_001_007,4.773520251465119,0.2900854213724285,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 7 in cluster 1,1007,1,0.28065351602824895
claim_001_008,4.161392102588168,-0.67105150527391,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 8 in cluster 1,1008,0,0.0765332378753017
claim_001_009,4.089683084921914,-0.17048760815490882,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 9 in cluster 1,1009,1,0.17258531179496844
claim_001_010,4.333434419033398,0.5572082297787327,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 10 in cluster 1,1010,0,0.2353147570096887
claim_001_011,3.2964482573803826,0.41290638330192275,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 11 in cluster 1,1011,1,0.05929757134778646
claim_001_012,4.38340688837436,-0.8779752702628407,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 12 in cluster 1,1012,0,0.30314108176946186
claim_001_013,4.036635820656713,0.29058232603176964,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 13 in cluster 1,1013,1,0.3043501513812248
claim_001_014,4.76631243100141,-0.2674598170336334,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 14 in cluster 1,1014,0,0.10326024954759311
claim_001_015,4.843902809217398,0.06576891611975673,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 15 in cluster 1,1015,1,0.1861967719379314
claim_001_016,4.004681399637166,-0.4827348202813515,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 16 in cluster 1,1016,0,0.28033624463402795
claim_001_017,3.6636048062934856,-0.14022519983129028,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 17 in cluster 1,1017,1,0.3317804082066461
claim_001_018,4.560307655421881,0.5632290308410571,clu_001,Mobility,#f39c35,age,gpt_oss,demo,101,Synthetic claim 18 in cluster 1,1018,0,0.0378289341408385
claim_002_000,9.697929949030716,-0.500674301049871,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 0 in cluster 2,2000,0,0.43320604226155746
claim_002_001,9.477652141410829,0.7487778494159526,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 1 in cluster 2,2001,1,0.2588831242364511
claim_002_002,9.143644205652482,-0.662958076661495,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 2 in cluster 2,2002,0,0.0715543286545084
claim_002_003,8.478327549424012,0.20101360503033966,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 3 in cluster 2,2003,1,0.24270801305734166
claim_002_004,8.922274627462576,-0.6216366436599523,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 4 in cluster 2,2004,0,0.08971227598685756
claim_002_005,8.747910286700698,-0.3253705508713173,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 5 in cluster 2,2005,1,0.2831007026298892
claim_002_006,8.229871293441237,-0.1752071317058234,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 6 in cluster 2,2006,0,0.16225056367198687
claim_002_007,8.908384062956761,-0.25875000055790676,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 7 in cluster 2,2007,1,0.08052533676134627
claim_002_008,8.918434545980261,-0.4497115841364858,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 8 in cluster 2,2008,0,0.01753346176104206
claim_002_009,9.02646159473414,-0.36448421594561553,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 9 in cluster 2,2009,1,0.12060952631613879
claim_002_010,8.65595741789112,-0.22000522937136982,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 10 in cluster 2,2010,0,0.017859299626620955
claim_002_011,8.037442426423262,0.5255151865414583,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 11 in cluster 2,2011,1,0.30525188551883875
claim_002_012,8.659049787850684,-0.040271924153707145,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 12 in cluster 2,2012,0,0.048110307136272144
claim_002_013,8.809529500152582,-0.03779324553070432,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 13 in cluster 2,2013,1,0.23279138767750474
claim_002_014,9.063431902808246,-0.3531376008567193,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 14 in cluster 2,2014,0,0.008372809074680394
claim_002_015,9.005864840565916,-0.10280049843221756,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 15 in cluster 2,2015,1,0.13885135152663208
claim_002_016,9.181712739733964,-0.04158245979638145,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 16 in cluster 2,2016,0,0.3891103730588649
claim_002_017,8.713173744529646,-0.11738827201698455,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 17 in cluster 2,2017,1,0.2544179092192122
claim_002_018,9.626425744563253,-0.515977160203905,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 18 in cluster 2,2018,0,0.021454463399286108
claim_002_019,8.718929057984333,-0.0066716991127737935,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 19 in cluster 2,2019,1,0.17766683633708424
claim_002_020,9.202752502799106,0.3556291721080689,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 20 in cluster 2,2020,0,0.3492445311646733
claim_002_021,9.244210255004546,-0.027043143182126778,clu_002,Digital services,#4f86c6,rosbank,qwen,demo,947,Synthetic claim 21 in cluster 2,2021,1,0.1470911621077516
claim_003_000,12.486848361519954,-0.4680638478696618,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 0 in cluster 3,3000,0,0.06688494265926302
claim_003_001,12.271120563672152,-0.3201390136998385,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 1 in cluster 3,3001,1,0.3019445607112756
claim_003_002,12.459288539397136,-0.36093153201125244,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 2 in cluster 3,3002,0,0.053772875888644316
claim_003_003,12.459956595045709,-0.24623669616014948,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 3 in cluster 3,3003,1,0.22632922527649862
claim_003_004,11.883101534560243,-0.35305999739657745,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 4 in cluster 3,3004,0,0.4279329240404408
claim_003_005,13.038136851813018,-1.1081718156100746,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 5 in cluster 3,3005,1,0.1646403063886153
claim_003_006,12.153820482577903,0.2257100131023047,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 6 in cluster 3,3006,0,0.39054439087349174
claim_003_007,12.891492748723646,-0.09337584243424336,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 7 in cluster 3,3007,1,0.005000478887310439
claim_003_008,12.346447875285417,-0.21034566270786692,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 8 in cluster 3,3008,0,0.1498042235761374
claim_003_009,12.096418148894514,-0.21123644642674078,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 9 in cluster 3,3009,1,0.4150468406316661
claim_003_010,11.612093931951899,-0.06484700279649572,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 10 in cluster 3,3010,0,0.17033450601352024
claim_003_011,12.246906446485522,-0.6786768013936901,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 11 in cluster 3,3011,1,0.323648765626092
claim_003_012,12.421782439193164,-0.10841155829689492,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 12 in cluster 3,3012,0,0.1698090814757036
claim_003_013,11.851646573764882,0.32508936673333255,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 13 in cluster 3,3013,1,0.35486989118667
claim_003_014,12.945858569109383,0.09214237074728318,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 14 in cluster 3,3014,0,0.13843649882755332
claim_003_015,12.914217607260841,0.3698718893980684,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 15 in cluster 3,3015,1,0.18960588604508963
claim_003_016,12.591805456077713,0.16225895830101933,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 16 in cluster 3,3016,0,0.1463003739500861
claim_003_017,12.387213623203577,-0.016936212677866533,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 17 in cluster 3,3017,1,0.016779820561239868
claim_003_018,11.166787964243532,-0.34926907044089595,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 18 in cluster 3,3018,0,0.3140697568225014
claim_003_019,12.984650968093218,-0.9057012615869058,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 19 in cluster 3,3019,1,0.038237115072418594
claim_003_020,13.38640494648041,-1.0981838155761736,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 20 in cluster 3,3020,0,0.18315332282496485
claim_003_021,12.155453068576472,-0.8278050779698908,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 21 in cluster 3,3021,1,2.6895779444291448e-05
claim_003_022,12.020036630672777,-1.243544735314343,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 22 in cluster 3,3022,0,0.3327636087974145
claim_003_023,11.764599446411573,0.3456885989155936,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 23 in cluster 3,3023,1,0.05632679056754248
claim_003_024,11.896930109862039,-0.022688998375563887,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 24 in cluster 3,3024,0,0.10522181481166316
claim_003_025,11.796127046706003,-0.5324108810028582,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 25 in cluster 3,3025,1,0.1765173073087159
claim_003_026,12.530476075834851,-0.03980201208703743,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 26 in cluster 3,3026,0,0.25456904011908127
claim_003_027,12.561158868343387,-0.6030703178871095,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 27 in cluster 3,3027,1,0.2587827199505622
claim_003_028,13.002021412904803,-0.41759353852996384,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 28 in cluster 3,3028,0,0.15249510755809817
claim_003_029,12.317696142218557,-0.04433251964108686,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 29 in cluster 3,3029,1,0.3423317590508821
claim_003_030,12.850955982220206,0.19442142083247677,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 30 in cluster 3,3030,0,0.12842794748821001
claim_003_031,13.412911498732143,0.14219842708760871,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 31 in cluster 3,3031,1,0.019314471241433605
claim_003_032,13.050381385573921,-0.3072931860258631,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 32 in cluster 3,3032,0,0.06367281522802046
claim_003_033,12.553920516424412,0.013584021169147364,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 33 in cluster 3,3033,1,0.33350828859327053
claim_003_034,13.530385936897936,1.3468212382621383,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 34 in cluster 3,3034,0,0.03701275912318823
claim_003_035,13.439834135560364,-0.13114868776163977,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 35 in cluster 3,3035,1,0.43611702041275247
claim_003_036,12.525609806059567,-0.2193778510897554,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 36 in cluster 3,3036,0,0.2667570681946994
claim_003_037,12.38190489482407,0.08075623954398559,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 37 in cluster 3,3037,1,0.17735799232714256
claim_003_038,13.012445823409276,0.1592553235317024,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 38 in cluster 3,3038,0,0.40717562699895393
claim_003_039,13.212973881128297,-0.14379719871843405,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 39 in cluster 3,3039,1,0.011667421315321775
claim_003_040,13.322664960468693,0.30526882170842745,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 40 in cluster 3,3040,0,0.2785759748686371
claim_003_041,12.588622607007721,0.550822951557876,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 41 in cluster 3,3041,1,0.10734264763691782
claim_003_042,13.198579285676002,-0.728683878943068,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 42 in cluster 3,3042,0,0.40589675306193035
claim_003_043,11.419841298998286,0.20692974244149104,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 43 in cluster 3,3043,1,0.4262864308578852
claim_003_044,13.307492119091068,-0.37579523799658004,clu_003,Cashflow,#af7ac5,gender,gpt_oss,demo,17,Synthetic claim 44 in cluster 3,3044,0,0.060351722650032656
claim_004_000,-0.002771086089229491,2.7493386849639543,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 0 in cluster 4,4000,0,0.3352704139435943
claim_004_001,0.517021199875953,2.462882379289169,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 1 in cluster 4,4001,1,0.44381555950058904
claim_004_002,-0.3431561096808117,2.570459862961244,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 2 in cluster 4,4002,0,0.3935978093274971
claim_004_003,-0.20395757453433638,1.6631320124471056,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 3 in cluster 4,4003,1,0.23359152410182857
claim_004_004,-0.6770371625433682,1.8597573197018167,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 4 in cluster 4,4004,0,0.25351909207934814
claim_004_005,0.13094524146451583,1.3814496566779297,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 5 in cluster 4,4005,1,0.10493061264481195
claim_004_006,0.26606536482605914,0.9476059739373808,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 6 in cluster 4,4006,0,0.1904052799565893
claim_004_007,-0.02403097362979756,1.790641864552903,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 7 in cluster 4,4007,1,0.39969991240106795
claim_004_008,0.7572114366423242,1.9798022112251876,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 8 in cluster 4,4008,0,0.2360965702634807
claim_004_009,0.9100997848233243,2.687148138985418,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 9 in cluster 4,4009,1,0.1457700537237543
claim_004_010,1.0541352353384381,1.2757117666684863,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 10 in cluster 4,4010,0,0.386374446544893
claim_004_011,0.4273583235275559,1.6572414122629078,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 11 in cluster 4,4011,1,0.06965678865141627
claim_004_012,0.23416188558297812,2.572329510403044,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 12 in cluster 4,4012,0,0.1955955050907316
claim_004_013,0.3254161595848259,1.8506217368967275,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 13 in cluster 4,4013,1,0.3074657156265647
claim_004_014,0.4589795820177674,1.5027101036275516,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 14 in cluster 4,4014,0,0.023638874281552338
claim_004_015,-0.31265164139102475,1.8568444094546115,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 15 in cluster 4,4015,1,0.024106395901175894
claim_004_016,-0.02401047280712898,1.2603455633739964,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 16 in cluster 4,4016,0,0.04847323193799177
claim_004_017,0.14149795663421266,2.1816184923858715,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 17 in cluster 4,4017,1,0.20189623351806635
claim_004_018,0.006090394840971319,1.8766750817506015,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 18 in cluster 4,4018,0,0.44141869957966695
claim_004_019,-0.5336255165442627,2.368582214872213,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 19 in cluster 4,4019,1,0.19073834059359215
claim_004_020,0.526976043922528,1.735548023518898,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 20 in cluster 4,4020,0,0.05454628859892389
claim_004_021,0.6409899738093653,1.8349502137996478,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 21 in cluster 4,4021,1,0.009582743012321343
claim_004_022,0.5225990640476186,1.2640661494253478,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 22 in cluster 4,4022,0,0.08184000993986382
claim_004_023,0.024487365511102255,2.233227785160132,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 23 in cluster 4,4023,1,0.14755912309480537
claim_004_024,0.5681288363485297,1.9034984280060325,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 24 in cluster 4,4024,0,0.4339612583978891
claim_004_025,0.1648783787535928,1.9733345424614135,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 25 in cluster 4,4025,1,0.25602484852196966
claim_004_026,-0.4738213667069418,1.9940915904404666,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 26 in cluster 4,4026,0,0.3509929485235665
claim_004_027,0.3023347832761412,2.917265248542069,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 27 in cluster 4,4027,1,0.100067224489465
claim_004_028,0.35596600357465435,1.4577664562020751,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 28 in cluster 4,4028,0,0.0637849176214228
claim_004_029,0.16670928480358388,2.2028098900242292,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 29 in cluster 4,4029,1,0.3538440984247338
claim_004_030,0.33872697377365274,1.586865859692037,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 30 in cluster 4,4030,0,0.43405008942257106
claim_004_031,0.7138953093130667,1.523767123093169,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 31 in cluster 4,4031,1,0.4400308700336606
claim_004_032,-0.2234352005775591,2.0652687953170967,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 32 in cluster 4,4032,0,0.3601027490286416
claim_004_033,0.23167386772922696,2.3121030236487465,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 33 in cluster 4,4033,1,0.13639568080513229
claim_004_034,0.7509797726004717,1.3811516839038895,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 34 in cluster 4,4034,0,0.2758445886765542
claim_004_035,0.41095156550810796,1.6696412173033082,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 35 in cluster 4,4035,1,0.2067869345625362
claim_004_036,-0.4595400363487577,1.719646988554465,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 36 in cluster 4,4036,0,0.3501036980420964
claim_004_037,-0.6723155623509445,1.4120746330590779,clu_004,Everyday spending,#58b368,age,qwen,demo,101,Synthetic claim 37 in cluster 4,4037,1,0.2099548759516838
